indikator,satuan,jenis_tanaman,tahun,nilai,kategori_nilai
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1974,12.08,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1974,28.7,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1974,11.28,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1974,4.65,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1974,7.48,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1974,7.67,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1974,75,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1974,86,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1975,26.3,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1975,12.76,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1975,28.44,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1975,11.87,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1975,4.61,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1975,8,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1975,7.85,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1975,78,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1975,89,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1976,27.84,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1976,12.72,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1976,30.23,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1976,12.28,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1976,4.75,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1976,8.23,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1976,8.07,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1976,79,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1976,90,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1977,27.93,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1977,13.3,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1977,30.28,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1977,12.24,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1977,4.8,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1977,8.06,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1977,8.09,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1977,75,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1977,92,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1978,28.86,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1978,12.99,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1978,31.4,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1978,13.32,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1978,5.2,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1978,8.8,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1978,8.41,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1978,69,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1978,93,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1979,29.85,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1979,13.74,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1979,32.22,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1979,13.9,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1979,5.32,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1979,8.97,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1979,8.67,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1979,76,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1979,96,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1980,32.93,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1980,14.05,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1980,35.78,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1980,14.6,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1980,5.59,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1980,9.28,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1980,8.91,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1980,75,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1980,97,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1981,34.93,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1981,14.99,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1981,37.83,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1981,15.26,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1981,5.5,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1981,9.34,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1981,8.69,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1981,76,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1981,96,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1982,37.36,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1982,16.2,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1982,40.36,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1982,15.69,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1982,6.02,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1982,9.47,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1982,8.58,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1982,76,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1982,98,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1983,38.53,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1983,17.09,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1983,41.69,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1983,16.94,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1983,5.99,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1983,9.58,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1983,8.38,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1983,79,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1983,99,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1984,39.06,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1984,17.42,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1984,42.14,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1984,17.13,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1984,6.47,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1984,9.95,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1984,8.96,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1984,82,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1984,105,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1985,39.42,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1985,17.49,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1985,42.29,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1985,17.74,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1985,6.98,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1985,10.35,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1985,9.7,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1985,84,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1985,109,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1986,39.77,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1986,18.06,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1986,42.46,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1986,18.84,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1986,7.26,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1986,10.68,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1986,9.78,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1986,83,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1986,116,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1987,40.39,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1987,18.72,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1987,43.17,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1987,19.63,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1987,7.35,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1987,9.68,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1987,10.55,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1987,88,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1987,117,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1988,41.1,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1988,19.46,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1988,44.04,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1988,19.53,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1988,7.87,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1988,9.7,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1988,10.79,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1988,87,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1988,119,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1989,42.47,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1989,20.36,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1989,45.2,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1989,21.03,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1989,7.9,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1989,9.98,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1989,10.98,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1989,93,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1989,122,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1990,43.02,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1990,20.92,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1990,45.67,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1990,21.32,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1990,7.91,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1990,10.24,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1990,11.15,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1990,94,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1990,121,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1991,43.46,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1991,21.18,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1991,46.17,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1991,21.5,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1991,7.88,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1991,10.38,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1991,11.37,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1991,95,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1991,121,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1992,43.45,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1992,21.67,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1992,46.34,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1992,22.03,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1992,8.31,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1992,10.27,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1992,11.22,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1992,94,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1992,122,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1993,43.75,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1993,21.74,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1993,46.46,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1993,21.98,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1993,8.85,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1993,10.23,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1993,11.62,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1993,93,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1993,123,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1994,43.45,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1994,21.63,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1994,46.3,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1994,22.09,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1994,8.78,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1994,9.83,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1994,11.12,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1994,94,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1994,116,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1995,43.49,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1995,21.65,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1995,46.43,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1995,22.58,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1995,9.01,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1995,10.28,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1995,11.37,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1995,95,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1995,117,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1996,44.17,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1996,22.01,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1996,47.01,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1996,24.86,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1996,9.11,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1996,10.71,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1996,11.86,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1996,95,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1996,120,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1997,44.32,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1997,22.13,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1997,47.41,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1997,26.14,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1997,8.9,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1997,10.96,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1997,12.13,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1997,95,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1997,122,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1998,41.97,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",1998,21.95,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",1998,44.37,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",1998,26.43,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",1998,9.02,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",1998,10.63,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",1998,11.92,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",1998,95.75,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",1998,121.92,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",1999,42.52,"Angka Tetap"
