indikator,satuan,jenis_tanaman,tahun,nilai,kategori_nilai
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1993,9806895,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1993,2939534,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1993,374063,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1993,624289,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1993,1470206,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1993,224098,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1993,1401640,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1994,10733830,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1994,1239864,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1994,9493966,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1994,3109398,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1994,292095,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1994,642998,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1994,1406918,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1994,197170,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1994,1356580,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1995,11438764,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1995,1357544,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1995,10081220,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1995,3651838,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1995,361115,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1995,739305,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1995,1477432,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1995,228676,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1995,1324259,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1996,11569729,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1996,1318336,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1996,10251393,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1996,3743573,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1996,330988,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1996,688908,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1996,1279286,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1996,211681,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1996,1415101,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1997,11140594,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1997,1258830,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1997,9881764,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1997,3355224,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1997,294184,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1997,628142,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1997,1119079,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1997,195436,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1997,1243366,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1998,11730325,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1998,1254763,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1998,10475562,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1998,3847813,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1998,339210,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1998,651098,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1998,1095071,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1998,202093,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1998,1205353,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",1999,11963204,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",1999,1168993,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",1999,10794211,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",1999,3456357,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",1999,298070,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",1999,624980,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",1999,1151079,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",1999,172243,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",1999,1350008,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2000,11793475,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2000,1175875,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2000,10617600,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2000,3500318,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2000,131312,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2000,683554,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2000,824484,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2000,194262,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2000,1284040,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2001,11499997,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2001,1080622,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2001,10419375,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2001,3285866,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2001,339252,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2001,654838,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2001,678848,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2001,181926,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2001,1317912,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2002,11521166,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2002,1064187,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2002,10456979,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2002,3109448,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2002,313563,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2002,646953,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2002,544522,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2002,177275,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2002,1276535,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2003,11488034,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2003,1093518,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2003,10394516,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2003,3358511,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2003,344558,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2003,683537,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2003,526796,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2003,197455,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2003,1244543,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2004,11922974,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2004,1123502,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2004,10799472,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2004,3356914,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2004,311863,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2004,723434,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2004,565155,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2004,184546,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2004,1255802,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2005,11839060,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2005,1105484,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2005,10733576,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2005,3625987,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2005,318337,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2005,720526,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2005,621541,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2005,178336,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2005,1213460,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2006,11786430,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2006,1073416,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2006,10713014,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2006,3345805,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2006,309103,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2006,706753,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2006,580534,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2006,176507,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2006,1227459,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2007,12147637,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2007,1106412,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2007,11041225,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2007,3630324,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2007,306207,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2007,660480,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2007,459116,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2007,176932,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2007,1201481,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2008,12327425,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2008,1069672,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2008,11257753,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2008,4001724,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2008,278139,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2008,633922,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2008,590956,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2008,174561,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2008,1204933,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2009,12883576,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2009,1086498,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2009,11797078,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2009,4160659,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2009,288206,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2009,622616,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2009,722791,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2009,183874,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2009,1175666,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2010,12147637,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2010,1134671,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2010,12118779,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2010,4131676,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2010,258157,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2010,620563,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2010,660823,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2010,181073,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2010,1183047,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2011,13203643,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2011,1034847,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2011,12168796,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2011,3864692,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2011,297314,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2011,539459,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2011,622254,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2011,178121,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2011,1184696,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2012,13445524,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2012,1164318,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2012,12281206,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2012,3957595,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2012,245006,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2012,559538,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2012,567624,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2012,178295,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2012,1129688,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2013,13451211,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2013,1140750,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2013,12310461,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2013,3890974,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2013,221214,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2013,541340,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2013,571564,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2013,170698,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2013,1091946,"Angka Ramalan I"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Ladang",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Padi Sawah",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Jagung",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Hijau",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kacang Tanah",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Kedelai",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Jalar",2014,0,"Angka Tetap"
"Luas Panen - bersumber Kementerian Pertanian","Ha","Ubi Kayu",2014,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1969,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1970,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1971,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1972,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1973,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1974,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1975,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1976,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1977,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1978,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1979,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1979,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1979,0,"Angka Tetap"
